,pmid,start,end,tag,text,source,correct,error_type,annotator
4028,25448925,68,81,Disease/Condition of Interest,regurgitation,human,y,,hcho
4029,25448925,116,156,Non-Pharmaceutical Intervention,Transoral esophagogastric fundoplication,model,y,,hcho
4030,25448925,116,161,Drug Intervention,Transoral esophagogastric fundoplication (TF),human,n,wrong label,hcho
4031,25448925,200,231,Disease/Condition of Interest,gastroesophageal reflux disease,model,y,,hcho
4032,25448925,200,238,Disease/Condition of Interest,gastroesophageal reflux disease (GERD),human,n,too much,hcho
4033,25448925,262,322,Group Characteristic,symptoms persist despite proton pump inhibitor (PPI) therapy,human,y,,hcho
4034,25448925,401,426,Disease/Condition of Interest,troublesome regurgitation,human,n,wrong label,hcho
4035,25448925,452,456,Drug Intervention,PPIs,human,y,,hcho
4036,25448925,469,478,Group Characteristic,with GERD,human,n,wrong label,hcho
4037,25448925,492,495,Sample Size,696,model,y,,hcho
4038,25448925,492,504,Sample Size,696 patients,human,n,too much,hcho
4039,25448925,510,535,Group Characteristic,troublesome regurgitation,model,n,wrong label,hcho
4040,25448925,510,615,Group Characteristic,"troublesome regurgitation despite daily PPI use with 3 validated GERD-specific symptom scales, on and off",human,n,too much,hcho
4041,25448925,616,620,Drug Intervention,PPIs,human,n,wrong label,hcho
4042,25448925,633,667,Group Characteristic,at least troublesome regurgitation,human,n,wrong label,hcho
4043,25448925,682,701,Type of Quant. Measure,Montreal definition,human,n,wrong label,hcho
4044,25448925,706,710,Drug Intervention,PPIs,human,n,wrong label,hcho
4045,25448925,721,859,Non-Pharmaceutical Intervention,"barium swallow, esophagogastroduodenoscopy, 48-hour esophageal pH monitoring (off PPIs), and high-resolution esophageal manometry analyses",human,n,too much,hcho
4046,25448925,861,904,Group Characteristic,Patients with GERD and hiatal hernias ≤2 cm,human,n,too much,hcho
4047,25448925,884,904,Group Characteristic,hiatal hernias ≤2 cm,model,y,,hcho
4048,25448925,953,985,Group Name,TF and then received 6 months of,human,n,wrong label,hcho
4049,25448925,974,982,Intervention Duration,6 months,model,y,,hcho
4050,25448925,995,1001,Sample Size,n = 87,human,n,too much,hcho
4051,25448925,999,1001,Sample Size,87,model,y,,hcho
4052,25448925,1036,1044,Intervention Frequency,once- or,model,n,too little,hcho
4053,25448925,1079,1085,Sample Size,n = 42,human,n,too much,hcho
4054,25448925,1083,1085,Sample Size,42,model,y,,hcho
4055,25448925,1102,1109,Group Characteristic,blinded,human,n,wrong label,hcho
4056,25448925,1163,1182,Follow-up period,"2, 12, and 26 weeks",human,n,too much or multiple entities based on context,hcho
4057,25448925,1187,1195,Type of Quant. Measure,6 months,human,n,wrong label,hcho
4058,25448925,1216,1223,Intervention Duration,48-hour,human,n,wrong label,hcho
4059,25448925,1224,1248,Non-Pharmaceutical Intervention,esophageal pH monitoring,human,n,wrong label,hcho
4060,25448925,1253,1279,Non-Pharmaceutical Intervention,esophagogastroduodenoscopy,human,n,wrong label,hcho
4061,25448925,1313,1409,Outcome (Study Endpoint),TF eliminated troublesome regurgitation in a larger proportion of patients (67%) than PPIs (45%),human,n,too much,hcho
4062,25448925,1316,1352,Outcome (Study Endpoint),eliminated troublesome regurgitation,model,y,,hcho
4063,25448925,1389,1392,Quantitative Measurement,67%,model,y,,hcho
4064,25448925,1405,1408,Quantitative Measurement,45%,model,y,,hcho
4065,25448925,1410,1420,Statistical Significance,(P = .023),human,n,too much,hcho
4066,25448925,1411,1419,Statistical Significance,P = .023,model,y,,hcho
4067,25448925,1422,1518,Outcome (Study Endpoint),A larger proportion of controls had no response at 3 months (36%) than subjects that received TF,human,n,too much,hcho
4068,25448925,1458,1469,Outcome (Study Endpoint),no response,model,y,,hcho
4069,25448925,1483,1486,Quantitative Measurement,36%,model,y,,hcho
4070,25448925,1519,1520,Statistical Significance,(,human,n,too little,hcho
4071,25448925,1523,1534,Statistical Significance,; P = .004),human,n,too much,hcho
4072,25448925,1525,1533,Statistical Significance,P = .004,model,y,,hcho
4073,25448925,1536,1560,Outcome (Study Endpoint),Control of esophageal pH,model,y,,hcho
4074,25448925,1536,1580,Outcome (Study Endpoint),Control of esophageal pH improved after TF (,human,n,too much,hcho
4075,25448925,1580,1584,Type of Quant. Measure,mean,model,y,,hcho
4076,25448925,1585,1589,Quantitative Measurement,9.3%,model,y,,hcho
4077,25448925,1601,1605,Quantitative Measurement,6.3%,model,y,,hcho
4078,25448925,1613,1621,Statistical Significance,P < .001,model,y,,hcho
4079,25448925,1613,1622,Statistical Significance,P < .001),human,n,too much,hcho
4080,25448925,1624,1650,Outcome (Study Endpoint),but not after sham surgery,human,n,wrong label,hcho
4081,25448925,1652,1656,Type of Quant. Measure,mean,model,y,,hcho
4082,25448925,1657,1661,Quantitative Measurement,8.6%,model,y,,hcho
4083,25448925,1673,1677,Quantitative Measurement,8.9%,model,y,,hcho
4084,25448925,1716,1738,Group Characteristic,completed the protocol,human,n,wrong label,hcho
4085,25448925,1739,1785,Outcome (Study Endpoint),had similar reductions in GERD symptom scores.,human,n,too much,hcho
4086,25448925,1786,1816,Outcome (Study Endpoint),Severe complications were rare,human,n,wrong label,hcho
4087,25448925,1818,1819,Sample Size,3,human,n,wrong label,hcho
4088,25448925,1839,1841,Group Name,TF,human,n,wrong label,hcho
4089,25448925,1846,1847,Sample Size,1,human,n,wrong label,hcho
4090,25448925,1862,1874,Disease/Condition of Interest,sham surgery,human,n,wrong label,hcho
4091,25448925,1877,2011,Outcome (Study Endpoint),"TF was an effective treatment for patients with GERD symptoms, particularly in those with persistent regurgitation despite PPI therapy",human,n,wrong label,hcho
4092,25448925,2033,2061,Follow-up period,6 months after the procedure,human,n,too much,hcho
4093,26177937,89,90,Dosage,5,model,n,not needed,eduvaris
4094,26177937,91,93,Units,μg,model,n,not needed,eduvaris
4095,26177937,94,104,Drug Intervention,olodaterol,model,y,,eduvaris
4096,26177937,105,110,Intervention Frequency,daily,model,n,not needed,eduvaris
4097,26177937,112,113,Dosage,5,model,y,,eduvaris
4098,26177937,114,116,Units,μg,model,y,,eduvaris
4099,26177937,117,119,Intervention Frequency,QD,model,y,,eduvaris
4100,26177937,123,126,Dosage,2.5,model,y,,eduvaris
4101,26177937,127,129,Units,μg,model,y,,eduvaris
4102,26177937,130,133,Intervention Frequency,BID,model,y,,eduvaris
4103,26177937,359,366,Intervention Duration,3 weeks,model,y,,ccurtis
4104,26177937,395,397,Intervention Frequency,QD,human,y,,ccurtis
4105,26177937,415,418,Intervention Frequency,BID,human,y,,ccurtis
4106,26177937,469,476,Drug Intervention,placebo,model,n,wrong label,ccurtis
4107,26177937,518,543,Group Characteristic,moderate to severe asthma,human,n,wrong label,ccurtis
4108,26177937,596,606,Drug Intervention,olodaterol,model,y,,ccurtis
4109,26177937,660,661,Dosage,5,model,y,,ccurtis
4110,26177937,662,664,Units,μg,model,y,,ccurtis
4111,26177937,666,667,Dosage,5,human,y,,ccurtis
4112,26177937,666,670,Dosage,5 μg,model,n,too much,ccurtis
4113,26177937,668,670,Units,μg,human,y,,ccurtis
4114,26177937,709,711,Dosage,10,model,y,,ccurtis
4115,26177937,712,714,Units,μg,model,y,,ccurtis
4116,26177937,716,718,Dosage,10,human,y,,ccurtis
4117,26177937,716,721,Dosage,10 μg,model,n,too much,ccurtis
4118,26177937,719,721,Units,μg,human,y,,ccurtis
4119,26177937,1134,1141,Group Name,placebo,model,y,,ccurtis
4120,26177937,1156,1190,Outcome (Study Endpoint),adjusted mean treatment difference,human,n,too much,ccurtis
4121,26177937,1170,1190,Outcome (Study Endpoint),treatment difference,model,y,,ccurtis
4122,26177937,1198,1205,Group Name,placebo,model,y,,ccurtis
4123,26177937,1222,1232,Drug Intervention,olodaterol,model,y,,ccurtis
4124,26177937,1233,1239,Dosage,2.5 μg,model,n,too much,ccurtis
4125,26177937,1233,1243,Group Name,2.5 μg BID,human,n,too much,ccurtis
4126,26177937,1240,1243,Intervention Frequency,BID,model,y,,ccurtis
4127,26177937,1275,1280,Quantitative Measurement,0.152,human,n,too little,ccurtis
4128,26177937,1275,1287,Quantitative Measurement,"0.152, 0.229",model,y,,ccurtis
4129,26177937,1282,1287,Quantitative Measurement,0.229,human,n,too little,ccurtis
4130,26177937,1319,1324,Quantitative Measurement,0.111,human,n,too little,ccurtis
4131,26177937,1319,1331,Quantitative Measurement,"0.111, 0.189",model,y,,ccurtis
4132,26177937,1326,1331,Quantitative Measurement,0.189,human,n,too little,ccurtis
4133,26177937,1364,1369,Quantitative Measurement,0.190,human,n,too little,ccurtis
4134,26177937,1364,1376,Quantitative Measurement,"0.190, 0.266",model,y,,ccurtis
4135,26177937,1371,1376,Quantitative Measurement,0.266,human,n,too little,ccurtis
4136,26177937,1412,1417,Quantitative Measurement,0.170,human,n,too little,ccurtis
4137,26177937,1412,1424,Quantitative Measurement,"0.170, 0.247",model,y,,ccurtis
4138,26177937,1419,1424,Quantitative Measurement,0.247,human,n,,ccurtis
4139,26177937,1489,1499,Drug Intervention,Olodaterol,model,y,,ccurtis
4140,26177937,1500,1504,Group Name,5 μg,model,n,too much,ccurtis
4141,26177937,1505,1507,Group Name,QD,model,n,wrong label,ccurtis
4142,26177937,1577,1587,Drug Intervention,olodaterol,model,y,,ccurtis
4143,26177937,1588,1594,Dosage,2.5 μg,model,n,too much,ccurtis
4144,26177937,1595,1598,Intervention Frequency,BID,model,y,,ccurtis
4145,26177937,1681,1691,Drug Intervention,olodaterol,model,y,,ccurtis
4146,26249301,43,51,Group Characteristic,children,human,y,,stan
4147,26249301,57,97,Disease/Condition of Interest,attention deficit hyperactivity disorder,human,y,,stan
4148,26249301,737,748,Type of Quant. Measure,odds ratios,human,y,,stan
4149,26249301,802,819,Outcome (Study Endpoint),rates of injuries,human,n,too much,stan
4150,26249301,824,845,Outcome (Study Endpoint),emergency ward visits,human,y,,stan
4151,26249301,943,951,Group Name,controls,model,y,,stan
4152,26249301,992,999,Outcome (Study Endpoint),sustain,model,n,too little,stan
4153,26249301,992,1008,Outcome (Study Endpoint),sustain injuries,human,n,too much,stan
4154,26249301,1000,1008,Outcome (Study Endpoint),injuries,model,y,,stan
4155,26249301,1033,1040,Group Name,without,model,n,too little,stan
4156,26249301,1050,1056,Outcome (Study Endpoint),age 10,model,n,wrong label,stan
4157,26249301,1107,1119,Outcome (Study Endpoint),age 12 years,model,n,wrong label,stan
4158,26249301,1156,1161,Group Characteristic,age 5,human,y,,stan
4159,26249301,1179,1201,Outcome (Study Endpoint),prevalence of injuries,model,n,too much,stan
4160,26249301,1193,1201,Outcome (Study Endpoint),injuries,human,y,,stan
4161,26249301,1233,1240,Group Name,treated,model,y,,stan
4162,26249301,1272,1275,Quantitative Measurement,19%,human,y,,stan
4163,26249301,1279,1282,Quantitative Measurement,14%,human,y,,stan
4164,26249301,1320,1322,Quantitative Measurement,17,model,n,too little,stan
4165,26249301,1320,1323,Quantitative Measurement,17%,human,y,,stan
4166,26249301,1327,1338,Group Name,non-treated,model,y,,stan
4167,26249301,1430,1452,Outcome (Study Endpoint),prevalence of injuries,model,n,too much,stan
4168,26249301,1460,1462,Group Characteristic,10,human,n,too little or too much based on context,stan
4169,26249301,1514,1520,Group Characteristic,age 12,human,y,,stan
4170,26249301,1731,1747,Outcome (Study Endpoint),risk of injuries,human,n,too much,stan
4171,26249301,1816,1832,Outcome (Study Endpoint),risk of injuries,human,n,too little,stan
4172,26249301,1842,1844,Quantitative Measurement,43,model,n,too little,stan
4173,26249301,1842,1845,Quantitative Measurement,43%,human,y,,stan
4174,26249301,1881,1884,Quantitative Measurement,45%,human,y,,stan
4175,26331791,20,31,Drug Intervention,venlafaxine,model,y,,cjackson
4176,26331791,69,78,Disease/Condition of Interest,psoriasis,model,y,,cjackson
4177,26331791,89,98,Disease/Condition of Interest,Psoriasis,model,y,,cjackson
4178,26331791,316,327,Drug Intervention,Venlafaxine,model,y,,cjackson
4179,26331791,611,620,Group Characteristic,Psoriasis,model,n,wrong label,cjackson
4180,26331791,643,650,Group Characteristic,healthy,model,y,,cjackson
4181,26331791,733,734,Sample Size,1,model,y,,cjackson
4182,26331791,774,785,Drug Intervention,racemic VLX,model,y,,cjackson
4183,26331791,934,960,Outcome (Study Endpoint),IL-6 plasma concentrations,model,y,,cjackson
4184,26331791,939,960,Outcome (Study Endpoint),plasma concentrations,human,n,too little,cjackson
4185,26331791,980,984,Quantitative Measurement,12.9,human,y,,cjackson
4186,26331791,1002,1007,Units,pg/mL,model,y,,cjackson
4187,26331791,1040,1043,Quantitative Measurement,0.4,model,y,,cjackson
4188,26331791,1047,1051,Quantitative Measurement,29.3,human,y,,cjackson
4189,26331791,1052,1057,Units,pg/mL,model,y,,cjackson
4190,26331791,1069,1074,Units,pg/mL,model,y,,cjackson
4191,26596670,0,30,Drug Intervention,Chemotherapy plus lenalidomide,human,n,too much,hcho
4192,26596670,18,30,Drug Intervention,lenalidomide,model,y,,hcho
4193,26596670,38,64,Non-Pharmaceutical Intervention,autologous transplantation,human,y,,hcho
4194,26596670,63,66,Quantitative Measurement,11%,model,y,,eduvaris
4195,26596670,68,76,Group Characteristic,patients,human,n,not needed,eduvaris
4196,26596670,78,90,Drug Intervention,lenalidomide,model,y,,hcho
4197,26596670,78,106,Drug Intervention,lenalidomide plus prednisone,human,n,too much,hcho
4198,26596670,86,98,Drug Intervention,lenalidomide,model,y,,eduvaris
4199,26596670,86,114,Drug Intervention,lenalidomide plus prednisone,human,n,multiple entities,eduvaris
4200,26596670,96,106,Drug Intervention,prednisone,model,y,,hcho
4201,26596670,104,114,Drug Intervention,prednisone,model,y,,eduvaris
4202,26596670,117,126,Drug Intervention,melphalan,human,y,,ccurtis
4203,26596670,127,129,Quantitative Measurement,9%,model,y,,eduvaris
4204,26596670,141,153,Drug Intervention,lenalidomide,human,y,,eduvaris
4205,26596670,141,159,Group Name,lenalidomide alone,model,n,wrong label,eduvaris
4206,26596670,143,151,Group Characteristic,patients,human,n,wrong label,hcho
4207,26596670,144,174,Drug Intervention,chemotherapy plus lenalidomide,human,n,too much,ccurtis
4208,26596670,166,174,Group Characteristic,patients,human,n,not needed,eduvaris
4209,26596670,207,212,Sample Size,three,human,n,wrong label,eduvaris
4210,26596670,214,226,Drug Intervention,lenalidomide,model,y,,ccurtis
4211,26596670,214,242,Drug Intervention,lenalidomide plus prednisone,human,n,too much,ccurtis
4212,26596670,217,226,Dosage,High-dose,human,n,wrong label,hcho
4213,26596670,218,228,Side Effects,infections,model,y,,eduvaris
4214,26596670,227,236,Drug Intervention,melphalan,human,y,,hcho
4215,26596670,285,288,Sample Size,one,human,n,wrong label,eduvaris
4216,26596670,293,304,Follow-up period,52·0 months,human,y,,ccurtis
4217,26596670,314,333,Group Characteristic,transplant-eligible,model,y,,hcho
4218,26596670,322,347,Outcome (Study Endpoint),Progression-free survival,model,y,,ccurtis
4219,26596670,322,399,Outcome (Study Endpoint),Progression-free survival during consolidation was significantly shorter with,human,n,too much,ccurtis
4220,26596670,323,524,Outcome (Study Endpoint),"Consolidation with high-dose melphalan and ASCT remains the preferred option in transplant-eligible patients with multiple myeloma, despite a better toxicity profile with chemotherapy plus lenalidomide",human,n,too much,eduvaris
4221,26596670,373,386,Outcome (Study Endpoint),significantly,model,n,not needed,ccurtis
4222,26596670,400,430,Drug Intervention,chemotherapy plus lenalidomide,human,n,too much,ccurtis
4223,26596670,417,426,Dosage,high-dose,human,n,wrong label,hcho
4224,26596670,437,453,Disease/Condition of Interest,multiple myeloma,model,y,,eduvaris
4225,26596670,442,446,Drug Intervention,ASCT,human,y,,hcho
4226,26596670,445,454,Dosage,high-dose,human,n,not needed,ccurtis
4227,26596670,454,466,Drug Intervention,chemotherapy,human,y,,hcho
4228,26596670,455,464,Drug Intervention,melphalan,human,y,,ccurtis
4229,26596670,495,501,Type of Quant. Measure,95% CI,model,y,,ccurtis
4230,26596670,557,561,Group Name,plus,human,n,wrong label,hcho
4231,26596670,618,643,Outcome (Study Endpoint),Progression-free survival,model,y,,ccurtis
4232,26596670,618,658,Outcome (Study Endpoint),Progression-free survival did not differ,human,n,too much,ccurtis
4233,26596670,711,714,Quantitative Measurement,95%,human,n,wrong label,ccurtis
4234,26596670,711,717,Type of Quant. Measure,95% CI,model,y,,ccurtis
4235,26596670,728,747,Group Characteristic,transplant-eligible,model,y,,hcho
4236,26596670,728,756,Group Characteristic,transplant-eligible patients,human,n,too much or multiple entities based on context,hcho
4237,26596670,743,755,Drug Intervention,lenalidomide,model,y,,ccurtis
4238,26596670,743,771,Drug Intervention,lenalidomide plus prednisone,human,n,too much,ccurtis
4239,26596670,761,771,Drug Intervention,prednisone,model,y,,ccurtis
4240,26596670,762,810,Group Characteristic,newly diagnosed myeloma aged 65 years or younger,human,n,multiple entities,hcho
4241,26596670,786,810,Group Characteristic,aged 65 years or younger,model,y,,hcho
4242,26596670,812,820,Group Characteristic,Patients,human,n,too little,hcho
4243,26596670,833,839,Type of Quant. Measure,95% CI,model,y,,ccurtis
4244,26596670,859,872,Intervention Duration,28-day cycles,human,n,too much,hcho
4245,26596670,897,906,Intervention Frequency,days 1-21,model,n,wrong label,hcho
4246,26596670,913,925,Drug Intervention,chemotherapy,human,y,,ccurtis
4247,26596670,931,943,Drug Intervention,lenalidomide,human,y,,ccurtis
4248,26596670,934,955,Intervention Frequency,"days 1, 8, 15, and 22",model,n,wrong label,hcho
4249,26596670,964,973,Drug Intervention,melphalan,human,y,,ccurtis
4250,26596670,1007,1021,Side Effects,haematological,model,y,,ccurtis
4251,26596670,1027,1030,Quantitative Measurement,26%,model,y,,ccurtis
4252,26596670,1030,1067,Non-Pharmaceutical Intervention,granulocyte colony-stimulating factor,human,n,wrong label,hcho
4253,26596670,1035,1038,Sample Size,129,human,y,,ccurtis
4254,26596670,1056,1059,Quantitative Measurement,84%,model,y,,ccurtis
4255,26596670,1064,1067,Sample Size,127,human,y,,ccurtis
4256,26596670,1079,1095,Side Effects,gastrointestinal,model,y,,ccurtis
4257,26596670,1102,1104,Quantitative Measurement,5%,model,y,,ccurtis
4258,26596670,1113,1116,Quantitative Measurement,20%,model,y,,ccurtis
4259,26596670,1124,1133,Side Effects,infection,model,y,,ccurtis
4260,26596670,1135,1144,Quantitative Measurement,seven [5%,human,n,too much,ccurtis
4261,26596670,1142,1144,Quantitative Measurement,5%,model,y,,ccurtis
4262,26596670,1153,1156,Quantitative Measurement,19%,model,y,,ccurtis
4263,26596670,1160,1174,Side Effects,Haematological,model,y,,ccurtis
4264,26596670,1203,1233,Drug Intervention,chemotherapy plus lenalidomide,human,n,too much,hcho
4265,26596670,1220,1222,Quantitative Measurement,2%,model,y,,ccurtis
4266,26596670,1221,1233,Drug Intervention,lenalidomide,model,y,,hcho
4267,26596670,1242,1254,Drug Intervention,chemotherapy,human,y,,ccurtis
4268,26596670,1260,1272,Drug Intervention,lenalidomide,human,y,,ccurtis
4269,26596670,1267,1270,Dosage,300,human,y,,hcho
4270,26596670,1267,1278,Dosage,300 mg/m(2),model,n,multiple entities,hcho
4271,26596670,1271,1278,Units,mg/m(2),human,y,,hcho
4272,26596670,1280,1297,Intervention Frequency,"days 1, 8, and 15",model,n,wrong label,hcho
4273,26596670,1309,1318,Drug Intervention,melphalan,human,y,,ccurtis
4274,26596670,1322,1343,Intervention Frequency,"days 1, 8, 15, and 22",model,n,wrong label,hcho
4275,26596670,1329,1370,Side Effects,Non-haematological serious adverse events,model,y,,ccurtis
4276,26596670,1371,1380,Intervention Frequency,days 1-21,model,n,wrong label,hcho
4277,26596670,1392,1395,Quantitative Measurement,10%,model,y,,ccurtis
4278,26596670,1415,1427,Drug Intervention,chemotherapy,human,y,,ccurtis
4279,26596670,1422,1425,Dosage,200,human,y,,hcho
4280,26596670,1422,1433,Dosage,200 mg/m(2),model,n,multiple entities,hcho
4281,26596670,1426,1433,Units,mg/m(2),human,y,,hcho
4282,26596670,1433,1445,Drug Intervention,lenalidomide,human,y,,ccurtis
4283,26596670,1480,1489,Drug Intervention,melphalan,human,y,,ccurtis
4284,26596670,1514,1523,Intervention Frequency,days 1-21,model,n,wrong label,hcho
4285,26596670,1617,1628,Side Effects,neutropenia,model,y,,ccurtis
4286,26596670,1636,1638,Quantitative Measurement,8%,model,y,,ccurtis
4287,26596670,1643,1646,Sample Size,117,human,y,,ccurtis
4288,26596670,1665,1693,Drug Intervention,lenalidomide plus prednisone,human,n,too much,ccurtis
4289,26596670,1701,1704,Quantitative Measurement,13%,model,y,,ccurtis
4290,26596670,1723,1735,Drug Intervention,lenalidomide,human,y,,ccurtis
4291,26596670,1744,1753,Side Effects,infection,model,y,,ccurtis
4292,26596670,1762,1764,Quantitative Measurement,8%,model,y,,ccurtis
4293,26596670,1775,1777,Quantitative Measurement,5%,model,y,,ccurtis
4294,26596670,1785,1804,Side Effects,systemic toxicities,model,y,,ccurtis
4295,26596670,1813,1815,Quantitative Measurement,6%,model,y,,ccurtis
4296,26596670,1820,1823,Sample Size,two,human,n,wrong label,ccurtis
4297,26596670,1825,1827,Quantitative Measurement,2%,model,y,,ccurtis
4298,26596670,1865,1872,Group Characteristic,patient,human,n,wrong label,hcho
4299,26627879,94,102,Drug Intervention,Apixaban,human,y,,stan
4300,26627879,133,151,Disease/Condition of Interest,Pulmonary Embolism,model,y,,stan
4301,26627879,156,176,Disease/Condition of Interest,Deep-Vein Thrombosis,model,y,,stan
4302,26627879,223,231,Drug Intervention,Apixaban,human,y,,stan
4303,26627879,262,280,Disease/Condition of Interest,Pulmonary Embolism,model,y,,stan
4304,26627879,345,353,Drug Intervention,apixaban,human,y,,stan
4305,26627879,373,383,Drug Intervention,enoxaparin,human,n,wrong label,stan
4306,26627879,384,392,Drug Intervention,warfarin,human,n,wrong label,stan
4307,26627879,572,580,Drug Intervention,apixaban,human,y,,stan
4308,26627879,588,598,Drug Intervention,enoxaparin,human,n,wrong label,stan
4309,26627879,599,607,Drug Intervention,warfarin,human,n,wrong label,stan
4310,26627879,661,665,Sample Size,5365,model,y,,stan
4311,26627879,699,707,Drug Intervention,apixaban,human,y,,stan
4312,26627879,726,736,Drug Intervention,enoxaparin,human,n,wrong label,stan
4313,26627879,737,745,Drug Intervention,warfarin,human,n,wrong label,stan
4314,26627879,1214,1226,Group Characteristic,hospitalized,human,y,,stan
4315,26627879,1214,1240,Outcome (Study Endpoint),hospitalized at least once,model,n,wrong label,stan
4316,26627879,1227,1229,Group Characteristic,at,human,n,too little,stan
4317,26627879,1230,1235,Group Characteristic,least,human,n,too little,stan
4318,26627879,1236,1240,Group Characteristic,once,human,n,too little,stan
4319,26627879,1420,1432,Type of Quant. Measure,hazard ratio,model,y,,stan
4320,26627879,1433,1438,Quantitative Measurement,0.804,model,y,,stan
4321,26627879,1470,1526,Outcome (Study Endpoint),All-cause hospitalization rates within the first 30 days,model,n,too much,stan
4322,26627879,1470,1548,Outcome (Study Endpoint),All-cause hospitalization rates within the first 30 days after the index event,human,n,too much,stan
4323,26627879,1577,1585,Group Name,apixaban,human,n,,stan
4324,26627879,1590,1600,Group Name,enoxaparin,human,n,wrong label,stan
4325,26627879,1601,1609,Group Name,warfarin,human,n,wrong label,stan
4326,26627879,1632,1644,Type of Quant. Measure,hazard ratio,model,y,,stan
4327,26627879,1645,1650,Quantitative Measurement,0.676,model,y,,stan
4328,26627879,1704,1716,Outcome (Study Endpoint),average per-,model,n,too little,stan
4329,26627879,1704,1762,Outcome (Study Endpoint),average per-patient estimated mean length of hospital stay,human,n,multiple entities,stan
4330,26627879,1785,1793,Drug Intervention,apixaban,human,y,,stan
4331,26627879,1799,1809,Drug Intervention,enoxaparin,human,n,wrong label,stan
4332,26627879,1810,1818,Drug Intervention,warfarin,human,n,wrong label,stan
4333,26627879,1990,1998,Group Characteristic,patients,human,y,,stan
4334,26627879,1999,2003,Group Characteristic,with,human,n,too little,stan
4335,26627879,2004,2009,Group Characteristic,acute,human,n,too little,stan
4336,26627879,2010,2016,Group Characteristic,venous,human,n,too little,stan
4337,26627879,2017,2032,Group Characteristic,thromboembolism,human,n,too little,stan
4338,26763986,72,88,Disease/Condition of Interest,Hodgkin lymphoma,model,y,,cjackson
4339,26763986,410,419,Group Characteristic,untreated,model,y,,cjackson
4340,26763986,420,422,Group Characteristic,HL,model,n,wrong label,cjackson
4341,26763986,433,461,Group Characteristic,aged between 65 and 80 years,model,y,,cjackson
4342,26763986,446,461,Group Characteristic,65 and 80 years,human,n,too little,cjackson
4343,26763986,743,747,Group Name,ABVD,human,n,not needed,cjackson
4344,26763986,761,770,Drug Intervention,bleomycin,model,y,,cjackson
4345,26763986,772,783,Drug Intervention,vinblastine,model,y,,cjackson
4346,26763986,980,989,Follow-up period,76 months,model,y,,cjackson
4347,26763986,1029,1050,Type of Quant. Measure,adjusted Hazard ratio,model,y,,cjackson
4348,26763986,1052,1054,Type of Quant. Measure,HR,human,y,,cjackson
4349,26763986,1146,1148,Outcome (Study Endpoint),OS,model,y,,cjackson
4350,26763986,1174,1185,Type of Quant. Measure,adjusted HR,model,y,,cjackson
4351,26763986,1183,1185,Type of Quant. Measure,HR,human,y,,cjackson
4352,26763986,1229,1235,Group Name,VEPEMB,model,n,not needed,cjackson
4353,26763986,1248,1252,Group Name,ABVD,model,n,not needed,cjackson
4354,26763986,1254,1289,Outcome (Study Endpoint),Overall treatment-related mortality,model,n,too much,cjackson
4355,26763986,1262,1289,Outcome (Study Endpoint),treatment-related mortality,human,y,,cjackson
4356,26765458,730,793,Group Characteristic,received coprescription of statins and CCBs that inhibit CYP3A4,human,n,wrong label,hcho
4357,26765458,795,805,Drug Intervention,amlodipine,model,y,,hcho
4358,26765458,807,816,Drug Intervention,diltiazem,model,y,,hcho
4359,26765458,818,840,Drug Intervention,felodipine nicardipine,model,y,,hcho
4360,26765458,842,852,Drug Intervention,nifedipine,model,y,,hcho
4361,26765458,858,867,Drug Intervention,verapamil,model,y,,hcho
4362,26765458,1217,1219,Follow-up period,90,human,n,too little,hcho
4363,26765458,1217,1224,Follow-up period,90 days,model,y,,hcho
4364,26765458,1628,1632,Outcome (Study Endpoint),risk,model,n,too little,hcho
4365,26765458,1628,1655,Outcome (Study Endpoint),risk of acute kidney injury,human,y,,hcho
4366,26765458,1636,1655,Outcome (Study Endpoint),acute kidney injury,model,n,too little,hcho
4367,26765458,1678,1680,Type of Quant. Measure,OR,model,y,,hcho
4368,27185164,0,7,Group Name,FP/FORM,human,y,,eduvaris
4369,27185164,2,9,Study Duration,12-week,human,y,,ccurtis
4370,27185164,90,96,Group Name,FP/SAL,human,y,,eduvaris
4371,27185164,163,171,Group Characteristic,children,model,y,,eduvaris
4372,27185164,172,187,Group Characteristic,aged 4-12 years,model,y,,eduvaris
4373,27185164,275,285,Drug Intervention,formoterol,model,y,,ccurtis
4374,27185164,275,294,Drug Intervention,formoterol fumarate,human,y,,ccurtis
4375,27185164,428,436,Group Characteristic,children,human,y,,ccurtis
4376,27185164,538,553,Group Characteristic,aged 4-12 years,model,n,too much,ccurtis
4377,27185164,543,553,Group Characteristic,4-12 years,human,y,,ccurtis
4378,27185164,712,719,Group Name,FP/FORM,human,n,wrong label,ccurtis
4379,27185164,721,724,Dosage,100,model,y,,ccurtis
4380,27185164,721,727,Dosage,100/10,human,n,too much,ccurtis
4381,27185164,725,727,Dosage,10,model,y,,ccurtis
4382,27185164,742,748,Group Name,FP/SAL,human,n,wrong label,ccurtis
4383,27185164,750,753,Dosage,100,model,y,,ccurtis
4384,27185164,750,756,Dosage,100/50,human,n,too much,ccurtis
4385,27185164,754,756,Dosage,50,model,y,,ccurtis
4386,27185164,844,851,Intervention Duration,24-week,human,n,wrong label,ccurtis
4387,27185164,873,880,Group Name,FP/FORM,human,n,wrong label,ccurtis
4388,27185164,1239,1242,Sample Size,210,human,n,wrong label,ccurtis
